survey_name,librarian_comments,region,locality,elementary_school,middle_school,high_school
Comments About Age-Appropriateness,"Mostly I go by age of protagonist. Complexity of the text, Suggested grade level in SLJ. I do not trust publisher age recommendations. The range is generally too broad, in my opinion. Is the controversial point a big part of the book or an isolated incident? I try to read books that are controversial myself, to better judge the content.",South Central,Suburban,1,1,1
Comments About Age-Appropriateness,Mostly rely on reviews from various sources.,Midwest,Rural,1,1,1
Comments About Age-Appropriateness,"Mostly rely on the reviews from vendors such as titlewave, and web cites, blogs, and reading the books.",South Central,Urban,0,1,1
Comments About Age-Appropriateness,Mostly reviews,Northeast,Small Town,0,1,1
Comments About Age-Appropriateness,My library services kindergarten thru 8th grade. I try to purchase book that have main characters who are also in this same age range. I also rely heavily on the age/grade recommendations given in SLJ reviews.,Midwest,Small Town,1,1,0
Comments About Age-Appropriateness,My most trusted source of age recommendation is SLJ reviews. I serve at a K-8. I pay close attention and usually follow the reviewer's advice when he/she says grades 9 and up I usually do not order it--unless I know the book and feel it fits our community anyway.,Pacific,Suburban,1,1,0
Comments About Age-Appropriateness,"my opinion and if necessary book reviews by Amazon, SLJ, PW",Northeast,Suburban,1,1,0
Comments About Age-Appropriateness,"My own judgement/experience; professional book reviews (SLJ, Kirkus, Common Sense Media); recommendation of classroom teachers.",Northeast,Rural,1,1,0
Comments About Age-Appropriateness,My school serves Pre-Kindergarten to 3rd grade so the books really need to reflect the expectations and rules of our school.,Northeast,Suburban,1,0,0
Comments About Age-Appropriateness,no,Northeast,Suburban,1,0,0
Comments About Age-Appropriateness,"NovelList guidelines and professional reviews: Booklist, SLJ, Hornbook etc. If it is not an adult for YA it is more likely to have adult content not appropriate for the high school audience. It is also more likely to have adult protagonists who the high school students feel less connected to.",Pacific,Small Town,0,0,1
Comments About Age-Appropriateness,"Of course I look at reviews and distributors recommendations. Then, I think I use gut instinct. Sometimes I see a book as for a younger audience, but rarely for an older audience.",South Central,Urban,1,1,0
Comments About Age-Appropriateness,"Often by reading reviews and looking at suggested age range. Sometimes read book myself. Sexual content and language are often determining factors plus maturity of content, reading level.",South Atlantic,Suburban,1,1,0
Comments About Age-Appropriateness,"Often the age of the main character is a key factor. I sometimes avoid books about high schoolers since I am buying for elementary aged kids. I also read as many reviews as possible, noting reading level and the age level book is geared toward. Sometimes i ask other librarians their opinion, or quickly scan a book's content if I am purchasing it at a bookstore.",Midwest,Suburban,1,0,0
Comments About Age-Appropriateness,"On a case by case basis. I wanted a book about Malala that would be appropriate for 2nd graders. I purchased the double book-Iqbal and Malala. When I read the section about how she was shot, I decided the book might be too frightening for 2nd graders and passed it along to a school with higher grades. I usually try to read any books on possibly controversial topics.",Northeast,Suburban,1,0,0
Comments About Age-Appropriateness,"Our school community and students are fairly conservative so gritty urban tales don't get checked out even if they are the shelves. I try to chose diverse title selections but avoid explicit sexual detail, horrific violence, and stories that glorify unhealthy practices.",Pacific,Suburban,0,1,0
Comments About Age-Appropriateness,"Our system requires 2 positive professional reviews. I will follow those and if I am still uncertain, I will read the book myself or ask another teacher or two to read the book.",South Atlantic,Suburban,0,1,0
Comments About Age-Appropriateness,"Part of it is reading level, of course, but a larger part is thinking of the entire community I serve. Since mine is a PS-5 school I have to ask myself ""if a 5th-grader checked this out would I worry?"" But then I also have to ask myself ""if a 3rd-grader checked it out would I worry?"" If the answer is no to the first and yes to the second I have to pause. Since we have open shelves and I have virtually no library budget I cannot afford to spend book fair earnings and grant money on books that aren't appropriate for the widest range of kids I serve. I review a lot of books and typically send books up to the middle school that I know won't fit my kids down here, knowing that my students will have access to that material when they hit middle school and it is a better fit. Sometimes I send things up to the high school they are truly YA with the same thought. I read every single book before it goes on my library shelves and there are things on the shelves that I don't agree with, and that have the occasional profanity (hey, you gotta have Gary Paulsen, right?) If the content of the book is valuable enough I will still put those books on the shelves and will fight for their retention in the collection. If the author is just trying to be controversial for controversy's sake find another forum. I don't have the money to waste on that.",Pacific,Suburban,1,0,0
Comments About Age-Appropriateness,"Personal ideals, our district does not have standards set.",Midwest,Rural,0,1,1
Comments About Age-Appropriateness,Personal judgement based on 25 years plus experience in elementary education and being a mother to 2 sons.,South Atlantic,Small Town,1,0,0
Comments About Age-Appropriateness,Primarily based on reviews by respected sources,South Central,Small Town,0,1,0
Comments About Age-Appropriateness,"Primarily by the age of the main characters and their actions. I work in a K-8 school, so if a book seems more directed to high school, I am more prone to skip purchasing it. I also read reviews and depend on SLJ to point in the right direction.",Pacific,Suburban,1,1,0
Comments About Age-Appropriateness,Professional review sources and/or first-hand knowledge when available (myself or another whose opinion I trust),Midwest,Rural,0,1,1
